field_1,Name,Hanzi,Polity,location,Latitude,Longitude,field_8,field_9,field_10
,Lang,郎,Lu,"NE of former Yutai Co 魚臺縣, Shandong",35.0116099,116.65046,"Yin 1.3; Huan 4.1(C), 4.1; Zhuang 8.1(C), 10.4(C), 10.2; Min 1.4",,
,Langyuan,狼淵,Zheng,"W of Xuchang City 許昌市, Henan",34.1259599,113.82272,Wen 9.5,,
,Laoqiu,老丘,Song,"SE of Kaifeng City 開封市, Henan",34.7569999,114.44136,Ding 15.4,,
,Laotao,老桃,Song,"NE of Jining City 濟寧縣, Shandong",35.4145899,116.58724,Yin 10.3,,
,Lesser Zhu,小邾,"Dom, CN Cao 曹","Possibly the same place as Ni 郳 (1) SE of Teng Co 滕縣, Shandong.",35.084021,117.164388,"Xi 7.2(C), et passim. See map 2",,
,Li,犁 (1),Qi,Unk,40.7011879,-99.1014292,Ai 10.4,,
,Li,犁 (2),Wei,"P, near Anyang 安陽, Henan",36.1598999,114.41365,Ai 11.6,,
,Li,黎 / Lishidi 黎氏地,Wei,"SW of Changzhi Co 長治縣, Shanxi",36.0531199,113.05135,Zhao 4.3; Xuan 15.3.,,
,Li .,厲,,"Dom. E of Luyi Co 鹿邑縣, Henan.",33.8600899,115.48443,"Xi 15.5(C), 15.3, 16.2; Xuan 9.7, 11.6",,
,Li,櫟 (1),Chu,"N of Shangcai Co 上蔡縣, Henan",33.26913,114.26963,"Zhao 1.13, 4.7, 5.8, 13.2",,
,Li,櫟 (2),Jin,Unk,40.7011879,-99.1014292,"Xiang 11.6, 14.3",,
,Li,櫟 (3),Zheng,"Yu Co 禹縣, Henan",34.7657099,113.75322,"Huan 15.9(C), 15.6; Zhuang 14.2, 16.2, 20.1; Xi 24.2; Xuan 11.1; Zhao 11.10",,
,Li,釐,Chu,"In Wuwei Co 無為縣, Anhui",31.3187699,117.88726,Cheng 17.11,,
,Li,酈,Lu,Unk,40.7011879,-99.1014292,"Xi 1.9(C), 1.6",,
,Li Marsh,笠澤,Wu,Modern Wusong River 吳淞江,31.2488889,121.48,Ai 17.2,,
,Lian,鄻,Zhou,Unk,40.7011879,-99.1014292,Zhao 29.2,,
,Liang,良 (1).,,"P, near Pi Co 丕縣, Jiangsu.",32.0607099,118.76295,Zhao 13.3.,,
,Liang,良 (2).,,"P, near Suzhou 蘇州, Jiangshu.",31.2983399,120.58319,Ai 15.2.,,
,Liang,梁 (1),"Dom, CN Ying 嬴","S of Hancheng Co 韓城縣, Shaanxi",35.47754,110.47562,Huan 9.3.,,
,Liang . .,梁 (2),Wei,"W of Linru Co 臨汝縣, Henan.",34.259004,112.603537,Ai 4.2,,
,Liangqiu,梁丘,Song,"NE of Chengwu Co 城武縣, Shandong",34.9496727,115.8976627,"Zhuang 32.2(C), 32.2",,
,Liangu,連穀,"Chu, area outside Fangcheng 方城",Unk,40.7011879,-99.1014292,Xi 28.4,,
,Lianyu,斂盂,Wei,"SE of Puyang Co 濮陽縣, Henan",35.5764999,115.26089,Xi 28.1; Xuan 17.1,,
,Liao,蓼 (1),Dom,"S of Tanghe Co 唐河縣, Henan",32.697086,112.840602,Huan 11.2; Ai 17.4,,
,Liao,蓼 (2),Dom,"NE of Gushi Co 固始縣, Henan",32.1683899,115.65481,Wen 5.4,,
,Liaoshe,聊攝,Qi,"NW of Liaocheng Co 聊城縣, Shandong",36.4625,115.87156,Zhao 20.6,,
,Liaoyang,轑陽,Chu,"P, NW of Nanyang City 南陽市, Henan",32.68649,112.60989,Xuan 4.3,,
,Licheng,離城,Wei,"W of Shucheng Co 舒城縣, Anhui",31.4834699,116.95845,Xiang 25.8,,
,Ligu,離姑,Zhu,Unk,40.7011879,-99.1014292,Zhao 23.2,,
,Lin,臨,Jin,"SW of Lincheng Co 臨城縣, Hebei",37.44018,114.55983,Ai 4.3,,
,"Ling . , . .",泠,Wei near Lu,Unk,40.7011879,-99.1014292,Ai 25.1.,,
,Ling,領 (mountain),Zhou,"Modern Huanyuan Mountain 轘轅山, Henan",34.530192,112.941402,Zhao 22.5.,,
,Lingban . .,陵阪,Lu,"NE of Qufu Co 曲阜縣, Shandong.",35.53986,117.04719,Ai 27.4,,
,Lingdun,泠敦,Xu,"In Xuchang Co 許昌縣, Henan",34.1259599,113.82272,Cheng 4.5,,
,Linghu,令狐,Jin,"W of Linyi Co 臨猗縣, Shanxi",35.1447099,110.77408,"Xi 24.1; Wen 7.6(C), 7.4, 8.2, 12.6; Cheng 11.9, 13.3",,
,Linpin,臨品,Chu,"In Jun Co 均縣, Hubei",30.5453899,114.34234,Wen 16.4,,
,Linqiu,廩丘,Qi,"NE of Juancheng Co 鄄城縣, Shandong",35.54971,115.59926,"Xiang 26.14; Ding 8.4; Ai 20.1, 24.1",,
,Linyan,廩延,Zheng,"N of Yanjin Co 延津縣, Henan",35.1419399,114.20515,"Yin 1.4, 1.11",,
,Lishen,貍脤,Que,Unk,40.7011879,-99.1014292,"Cheng 17.10(C), 17.8",,
,Liu,六,"Ancient dom, later Chu","N of Liu’an Co 六安縣, Anhui",31.7348799,116.5232399,"Wen 5.6(C), 31.4",,
,Liu,劉 (1),Lu,"In Qufu Co 曲阜縣, Shandong",35.53986,117.04719,Xiang 15.1(C),,
,Liu,劉 (2),Zheng,"S of Yanshi Co 偃師縣, Henan",34.7276299,112.78965,Yin 11.5,,
,Liu,劉 (3),Zhou,"SW of Yanshi Co 偃師縣, Henan",34.7276299,112.78965,"Zhao 22.5, 23.3, 26.5, 26.7",,
,Liufen,柳棼,Zheng,Unk,40.7011879,-99.1014292,Xuan 9.8,,
,Long,龍,Lu,"SE of Tai’an Co 泰安縣, Shandong",36.1999399,117.0884,Cheng 2.1,,
,Loulin,婁林,Que,"NE of Si Co 泗縣, Anhui",33.6514899,118.09,"Xi 15.11(C), 15.7, 17.1",,
,Lower Yin,下陰,Chu,"NW of Guanghua Co 光化縣, Hubei",30.5453899,114.34234,Zhao 19.1,,
,Lu,魯,"Dom, CN Ji 姬","Cap near Qufu 曲阜, Shandong",35.53986,117.04719,Yin preface et passim. See map 1.,,
,Lù .,潞 (1),"Di 狄 land, then Jin.","NE of Lucheng Co 潞城縣, Shaansi.",36.3335642,113.2922553,Wen 11.5; Xuan 15.3; Ding 14.9.,,
,Lu . . .,潞 (2),Qi,Unk,40.7011879,-99.1014292,"Ai 8.6, 17.5",,
,Lú . .   .,盧 (1),Qi,"SW of Changqing Co 長清縣, Shandong.",36.5566699,116.74272,"Yin 3.6; Cheng 17.6, 17.9; Xiang 18.3, 29.16",,
,Lu,廬 (2).,Chu,"E of Nanzhang Co 南漳縣, Hubei.",31.7747099,111.83902,"Wen 14.10, 16.4.",,
,Lü  .,呂 (1).,Chu,"W of Nanyang City 南陽市, Henan.",32.68649,112.60989,Cheng 7.5.,,
,Lü . .,呂 (2),Song,"SE of Xuzhou City 徐州市, Jiangsu.",34.2043999,117.28577,Xiang 1.3.,,
,Luan,欒,Jin,"N of Luancheng Co 欒城縣 and Zhao Co 趙縣, Hebei",37.88704,114.65866,Ai 4.3,,
,Luliu,廬柳,Jin,"N of Linyi Co 臨猗縣, Shanxi",35.1447099,110.77408,Xi 24.1,,
,Lun,綸,Wei,"SE of Yucheng Co 虞城縣, Henan",34.406742,115.864501,Ai 1.2,,
,Luo,犖,Song,"Same as Cheng 檉 P, NW of Huaiyang Co 淮陽縣, Henan.",33.7314999,114.88614,Xi 1.4.,,
,Luo . .,雒 (1),Jin,"SE of Dali Co 大荔縣, Shaanxi.",34.7956039,109.9420041,Xuan 15.5,,
,Luo,雒 (river) (2),Zhou,Modern Luo River 洛水,34.8,113.0666667,Xuan 3.3; Zhao 17.4,,
,Luo,羅,"Dom, CN Xiong 熊",Unk,40.7011879,-99.1014292,"Huan 12.4, 13.1",,
,Luo,濼,Qi,"Modern Baotu Spring 趵突泉, Jinan Co 濟南市, Shandong",36.66119,117.015954,"Huan 18.1(C), 18.1",,
,Luogu,落姑,Qi,"P, in Pingyin Co 平陰縣, Shandong",36.27467,116.48559,"Min 1.4(C), 1.4",,
,Luoyi,雒邑,Zhou,"Modern Luoyang City 洛陽市, Henan",34.6181299,112.45402,Huan 2.2,,
,Lüqiu . .,閭丘,"Zhu, later Lu","NE of Zou Co 鄒縣, Shandong.",35.2910599,117.13367,"Xiang 21.2(C), 21.2.",,
,Lurong .,盧戎,"Dom, CN Wei 媯.","NE of Nanzhang Co 南漳縣, Hubei.",31.7747099,111.83902,Huan 13.1.,,
,Lushang,鹿上,Song,"SW of Juye Co 巨野縣, Shandong",35.3963299,116.09495,"Xi 21.2(C), 21.1",,
,Luxian .,魯縣,,"NE of Lushan Co 魯山縣, Henan.",33.7385399,112.90802,Zhao 29.4.,,
,Ma,麻,Chu,"NE of Dangshan Co 碭山縣, Anhui",34.5605699,116.3356299,"Zhao 4.7, 5.8",,
,Maling,馬陵,Que,"SE of Daming Co 大名縣, Hebei",36.2846489,115.1576326,"Cheng 7.6(C), 7.4, 7.5",,
,Man,蠻,Wei,"SE of Ruyang Co 汝陽縣, Henan",34.004797,112.480076,Zhao 16.2,,
,Man,鄤,Zheng,Unk,40.7011879,-99.1014292,Cheng 3.1,,
,Manshi,蠻氏,Wei,"P, modern Rongman 戎蠻, Ruyang Co 汝陽縣, Henan",34.004797,112.480076,Cheng 6.4; Zhao 16.2; Ai 4.2.,,
,Mao .,毛,"Dom, CN Ji 姬.","In Yiyang Co 宜陽縣, Henan.",34.52253,112.17772,Xi 24.2,,
,Mao,茅,"Dom, later Zhu","NW of Jinxiang Co 金鄉縣, Shandong",35.0666099,116.31148,Xi 24.2; Xiang 12.3; Ai 7.4.,,
,Mao Ford . .,茅津,Jin,"Ford on the Yellow River 黃河. In Pinglu Co 平陸縣, Shanxi.",34.8346699,111.19474,Wen 3.4.,,
,Maorong  .,茅戎.,Wei,"W of Jiyuan Co 濟源縣, Henan.",35.0745099,112.60383,Cheng 1.1,,
,Maoshi,茅氏,Wei,"NW of Puyang Co 濮陽縣, Henan",35.5764999,115.26089,Xiang 26.3,,
,Mashou,馬首,Jin,"Modern Mashou Town 馬首鎮, S of Shouyang Co 壽陽縣, Shanxi",37.82729,113.14768,Zhao 28.3.,,
,Masui  .,麻隧.,Qin,"N of Jingyang Co 涇陽縣, Shaanxi.",34.55268,108.84587,Cheng 13.3,,
,Maxing,馬陘,Qi,"SW of Yidu Co 益都縣, Shandong",36.69808,118.47971,Cheng 2.3,,
,Mei,媚,Qi,"Yucheng Co 禹城縣, Shandong",36.97169,116.68383,Ding 9.4; Ai 15.4,,
,Mei,郿,Lu,"S of former Shouchang Co 壽長縣, Shandong",36.6682599,117.02076,"Zhuang 28.4(C), 28.5",,
,Meishan,梅山 (mountain),Zheng,"On the border between Zhengzhou Co 鄭州縣 and Xinzheng Co 新鄭縣, Henan",34.39603,113.73097,Xiang 18.4,,
,Meng,鄸,Cao,"NW of Heze Co 菏澤縣, Shandong",35.15129,115.50733,Zhao 20.2(C),,
,Meng,蒙,Lu,"E of Mengyin Co 蒙陰縣, Shandong",35.71028,117.96046,Ai 17.6,,
,Meng Ford,孟津,Jin,"Yellow River 黃河, S of Meng Co 孟縣, Henan",34.9073499,112.79134,Zhao 4.3,,
,Meng Marsh . .,蒙澤,Song,"N of Shangqiu Co 商丘縣, Henan.",34.557344,115.621216,Zhuang 12.1,,
,Mengmen,孟門,Jin,"W of Hui Co 輝縣, Henan",35.4621199,113.8054,Xiang 23.4,,
,Mi,弭,Zheng,"In Mi Co 密縣, Henan",34.5395199,113.39044,Zhuang 21.1,,
,Mi,密 (1),Lu,"N of Fei Co 費縣, Shandong",35.278287,117.979969,Min 2.3,,
,Mi,密 (2),Ju,"E of Changyi Co 昌邑縣, Shandong",36.9598,119.38951,"Yin 2.7(C), 2.6",,
,Mian,緜 (1),Zheng,Unk,40.7011879,-99.1014292,Wen 1.5,,
,Mianshang,緜上,Jin,"Foot of modern Mount Jie 介山, Jiexiu Co 介休縣, Shanxi",37.0270999,111.91672,Xi 24.1; Xiang 13.3; Ding 6.6.,,
,Miao . .,苗,Jin,"SW of Jiyuan Co 濟垣縣, Henan.",35.0670699,112.60273,Xiang 26.10,,
,Mie,蔑,Lu,"Possibly the same place as Gumie 故蔑 E of Sishui Co 泗水縣, Shandong.",35.55034,117.24158,"Yin 1.2(C), 1.2; Huan 17.2.",,
,Min . .,緡,Song,"NE of Jinxiang Co 金鄉縣, Shandong.",35.0666099,116.31148,"Xi 23.1(C), 23.1, 26.7(C), 26.6",,
,Ming,冥,Yue,"Between Guangde Co 廣德縣, Anhui, and Changxing Co 長興縣, Zhejiang",30.9904799,119.9040119,Ai 19.1,,
,Ming,鄍,Yu,"NE of Pinglu Co 平陸縣, Shanxi",34.8369158,111.201448,Xi 2.2,,
,Ming’e . .,冥阨,Chu,"Narrow pass. Modern Pingjingguan 平靖關, Henan and Hubei border.",31.861764,113.932096,Ding 4.3.,,
,Minglu  . .,鳴鹿,Chen,"W of Luyi Co 鹿邑縣, Henan.",33.8600899,115.48443,Cheng 16.9.,,
,Mingyan,鳴雁,Zheng,"N of Qi Co 杞縣, Henan",34.7657099,113.75322,Cheng 16.4,,
,Mixu,密須,Dom,"P, W of Lingtai Co 靈臺縣, Gansu",35.0654099,107.62126,Zhao 15.7; Ding 4.1,,
,Mizuo,彌作,Split between Zheng and Song,Unk,40.7011879,-99.1014292,Ai 12.6,,
,Mou,牟,Dom dependent upon Lu,"E of Laiwu County 萊蕪縣, Shangdong",36.2546,117.75535,"Huan 15.8(C); Xi 5.3(C), 5.3.",,
,Moulou . .,牟婁,Ju,"Modern Louxiang 婁鄉, Zhucheng Co 諸城縣, Shandong.",35.9958299,119.4098299,"Yin 4.1(C); Zhao 5.4(C), 5.6.",,
,Mound of Shaohao  .,少皞之虛.,Lu,In Qufu 曲阜.,35.4746899,117.24542,Ding 4.1,,
,Mound of Xia,夏虛,Jin,"Taiyuan City 太原市 or E of Yicheng Co 翼城縣, Shanxi",35.7382299,111.71836,Ding 4.1.,,
,Mound of Yin .,殷虛 / 殷墟,,"Area in Qi Co 淇縣, Henan.",35.609104,114.193231,Ding 4.1,,
,Mount Hua,華山,Jin,"Modern Hua Mountain 華山, Shaanxi",34.477861,110.084789,Xi 15.4,,
,Mount Huabuzhu,華不注,Qi,"NE of Jinan City 濟南市, Shandong",36.6518399,117.12009,Cheng 2.3,,
,Mount Lai,萊山,Chu,"S of Guangshan Co 光山縣, Henan",32.0099699,114.91878,Zhao 5.8,,
,Mount Liang,梁山,Jin,"In Hancheng Co 韓城縣, Shaanxi",35.47754,110.47562,"Cheng 5.4(C), 5.4",,
,Mount Miji,靡笄,Qi,"Modern Qianfo Mountain 千佛山, Jinan City 濟南市, Shandong",36.636653,117.036043,Cheng 2.3.,,
,Mount Sang . . .,桑山,Zheng,Unk,40.7011879,-99.1014292,Zhao 16.6,,
,Mount Shou,首山 (1),Jin,"Modern Leishou Mountain 雷首山, Yongji Co 永濟縣, Shanxi",34.8671599,110.44773,Xuan 2.3,,
,Mount Shou,首山 (2).,,"S of Xiangcheng Co 襄城縣, Henan.",33.8507199,113.50669,Ai 13.4.,,
,Mount Tu .,塗山,,"SE of Huaiyuan Co 懷遠縣, Anhui.",33.01452,116.95442,Zhao 4.3; Ai 7.4.,,
,Mount Wu,巫山,Qi,"NW of Feicheng Co 肥城縣, Shandong",36.13762,116.57356,Xiang 18.3,,
,Mount Yuchi .,魚齒,,"NW of Pingdingshan City 平頂山市, Henan.",33.7660899,113.19241,Xiang 18.4.,,
,Mount Zhiji  .,坻箕之山.,Chu,"Modern Chichu 踟蹰, S of Chao Co 巢縣, Anhui.",31.8615699,117.28565,Zhao 5.8.,,
,Muling  . .,穆陵.,Qi,"N of Macheng Co 麻城縣, Hubei",31.18199,114.94196,Xi 4.1.,,
,Mumen,木門,Jin,"NW of Hejian Co 河間縣, Hebei",38.4454799,116.099,Xiang 27.3,,
,Muqiu . .,牡丘,Lu,"NE of Liaocheng Co 聊城縣, Shandong.",36.4625,115.87156,"Xi 15.3(C), 15.1.",,
,Nachu,那處,Chu,"SE of Jingmen Co 荆門縣, Hubei",30.95195,112.26979,Zhuang 18.5,,
,Nan’gang  .,南岡.,Chu,"N of Huoshan Co 霍山縣, Anhui.",31.40596,116.35411,Zhao 31.4.,,
,Nanhuai.,南懷.,Chu,"Between the Yangzi 長江 and Huai Rivers 淮河, Anhui.",32.7952408,116.9827042,Zhao 5.8.,,
,Nanli  . . .,南里 (1),Song,Unk,40.7011879,-99.1014292,"Zhao 21.3(C), 21.4, 22.2(C).",,
,Nanli,南里 (2),Zheng,"S of Xinzheng Co 新鄭縣, Henan",34.39603,113.73097,Xuan 3.6; Xiang 2.11; Ai 27.5.,,
,Nanyang  .,南陽.,Jin,"Xinxiang Area 新鄉地區, Henan.",35.1907899,113.80516,"Xi 25.2; Wen 1.5; Zhao 1.15, 15.7",,
,Ni,郳 (2),Qi,Unk,40.7011879,-99.1014292,Xiang 6.7,,
,Niebei,聶北,Qi,"Modern Boping Town 博平鎮, Chiping Co 茌平縣, Shandong",36.587969,116.117664,Xi 1.2(C),,
,Ning,甯,Jin,"NW of Huojia Co 獲嘉縣, Henan",35.2596199,113.65716,Wen 5.5; Ding 1.1,,
,Ningfeng,寧風,Qi,Unk Near border of Qi and Lu.,40.7011879,-99.1014292,Zhao 5.1,,
,Ningmu,甯母,Lu,"In Yutai Co 魚臺縣, Shandong",34.96956,116.55165,"Xi 7.4(C), 7.3",,
,Niushou,牛首,Zheng,"Slightly NE of Tongxu Co 通許縣, Henan",34.4804399,114.46741,Huan 14.4; Xiang 10.8.,,
,Nizhi . .,逆畤,Jin,"SE of Wan Co 完縣, Hebei.",38.844552,115.132617,Ai 4.3,,
,"Old Jiang . , .",故絳,Jin former cap,"SE of Yicheng Co 翼城縣, Shanxi.",35.7382299,111.71836,Cheng 6.5.,,
,Pei,沛 (marsh),Qi,Unk,40.7011879,-99.1014292,Zhao 20.7,,
,Peng,彭 (river),Chu,"Modern Nanhe River 南河, originating SW of Fang Co 房縣, Hubei",32.06158225,111.3649894,Huan 12.4,,
,Pengcheng,彭城,Song,"Modern Xuzhou City 徐州市, Jiangsu",34.2043999,117.28577,"Cheng 18.5(C), 18.5, 18.8, 18.12, 18.14; Xiang 1.2(C), 1.1, 26.10. See map 2",,
,Pengya,彭衙,Qin,"NE of Baishui Co 白水縣, Shaanxi",35.1770999,109.59102,"Wen 2.1(C), 2.1, 2.6",,
,Pi,郫,Jin,"Near modern Shaoyuan Township 邵源鎮, W of Jiyuan Co 濟源縣, Henan",35.0745099,112.60383,Wen 6.5.,,
,Pi . .,脾,Jin,"N of Jun Co 浚縣, Henan.",35.6761699,114.55078,Ding 14.6,,
,Pilu,被廬,Jin,Unk,40.7011879,-99.1014292,Xi 27.4; Zhao 29.5,,
,Ping,郱,"Ji, later taken by Qi","W of Anqiu Co 安丘縣, Shandong",36.36104,119.16773,Zhuang 1.8(C),,
,Pingling,平陵,Jin,"NE of Wenshui Co 文水縣, Shanxi",37.4384299,112.0285,Zhao 28.3,,
,Pingqiu,平丘,Wei,"E of Fengqiu Co 封丘縣, Henan",35.0411899,114.41861,"Xiang 31.1; Zhao 13.4(C), 13.5(C), 13.3, 14.7, 15.6, 19.8",,
,Pingshou,平壽,Wei,Unk,40.7011879,-99.1014292,Zhao 20.4,,
,Pingyang,平陽 (1),"Lu, East Pingyang 東平陽","NW of Xintai Co 新泰縣, Shandong",35.77757,117.80172,"Xuan 8.9(C), 8.6.",,
,"Pingyang . ,",平陽 (2),Lu,"West Pingyang 西平陽. Modern area governed by Zou Co 鄒縣, Shandong.",35.2910599,117.13367,Ai 27.1.,,
,Pingyang . .,平陽 (3),Jin,"Modern Linfen City 臨汾市, Shanxi.",36.0882199,111.51962,Zhao 28.3,,
,Pingyang  . . .,平陽 (4),Wei,"SE of Hua Co 滑縣, Henan",35.5753399,114.5193,Ai 16.4.,,
,Pingyin,平陰 (1),Qi,"NE of Pingyin Co 平陰縣, Shandong",36.27467,116.48559,"Xiang 18.3, 21.8, 23.4, 25.2; Zhao 25.6",,
,Pingyin,平陰 (2),Zhou,"N of Mengjin Co 孟津縣, Henan",34.8257301,112.4453496,See also Yin 陰. Zhao 23.1.,,
,Pingzhi . .,平畤,Zhou,"Near Luoyang City 洛陽市, Henan.",34.6181299,112.45402,Xiang 30.6; Zhao 22.5,,
,Pingzhong,平中,Jin,"Near Tang Co 唐縣, Hebei",38.7478999,114.98295,Ding 3.2,,
,Pingzhou,平州,"Qi, border of Qi and Lu","W of Laiwu Co 萊蕪縣, Shandong",36.2546,117.75535,"Xuan 1.6(C), 1.5.",,
,Pingzhuang  . .,平莊 (name of a mound or hill).,Wei,Unk,40.7011879,-99.1014292,Ai 26.1,,
,Pixie,脾洩,Chu,"Near Jiangling Co 江陵縣, Hubei",30.04166,112.42398,Ding 5.7,,
,Pu,蒲 (1),Wei,"E of Changyuan Co 長垣縣, Henan",35.0744299,114.7629,"Huan 3.2(C), 3.3; Cheng 9.2(C), 9.2; Zhao 11.10; Ai 25.1",,
,Pu,蒲 (2),Jin,"NW of Xi Co 隰縣, Shanxi",36.6934399,110.94049,"Zhuang 28.2; Xi 4.6, 5.2, 23.6, 24.1",,
,Pu,濮 (1),Chen,"SE of Bo Co 亳縣, Anhui",31.8615699,117.28565,"Yin 4.6(C), 4.5",,
,Pu,濮 (2),Wei,"In Hua Co 滑縣 and Yanjin Co 延津縣, Henan",35.1419399,114.20515,Ai 25.1,,
,Pu,濮 (river),Chu,"Flows within Heze Co 菏澤縣, Shandong",35.15129,115.50733,Zhao 9.2; Ai 27.3,,
,Puche,圃車,Zhou,"In Gong Co 鞏縣, Henan",34.7479799,113.02206,Zhao 22.5,,
,Pugu .,蒲故,,"SE of Boxing Co 博興縣, Shandong.",37.1529899,118.11096,Zhao 9.3.,,
,Puhou residence,蒲侯氏,Ju,"Near Ju Co 莒縣, Shandong",35.5799699,118.83687,Xiang 23.7,,
,Pusao,蒲騷,Dom,"NW of Yingshan Co 應山縣, Hubei",30.7351799,115.68143,Huan 11.2,,
,Pusui .,蒲隧,,"SW of Suining Co 睢寧縣, Jiangsu.",34.06379,117.6434,Zhao 16.2.,,
,Putian,圃田,"Zheng, P Yuanpu 原圃",Unk,40.7011879,-99.1014292,Ding 4.1,,
,Qǐ .,杞,"Dom, CN Si 姒.","SE of Changle Co 長樂縣, Shandong.",36.7070199,118.82984,Yin 4.1(C) et passim. See map 2.,,
,Qi,祁,Jin,"SE of Qixian 祁縣, Shanxi",37.369018,112.381197,Zhao 28.3,,
,Qī . .,戚,Wei,"N of Puyang Co 濮陽縣, Henan.",35.5764999,115.26089,"Wen 1.9(C), 1.5, 1.6, 8.1; Cheng 7.6, 14.5, 15.3(C), 15.1, 17.4; Xiang 1.2, 2.6(C), 2.9(C), 2.7, 5.7(C), 5.8, 14.7(C), 14.4, 14.9, 26.2(C), 26.2, 26.3, 26.7, 29.13; Zhao 7.11, 11.6, 11.10; Ai 2.4(C), 2.2, 2.3, 3.1(C), 3.1, 15.5, 16.1(C). See map 3.",,
,Qi,齊,"Dom, CN Jiang 姜","Cap Linzi 臨淄 near modern-day Linzi City 臨淄市, Shandong",36.85287,118.302,Yin 3.6 et passim. See map 1.,,
,"Qi . , .",漆,Zhu later Lu.,Unk,40.7011879,-99.1014292,"Xiang 21.2(C), 21.2; Ding 15.14(C), 15.9",,
,Qian,牽,Qi,"N of Jun Co 浚縣, Henan",35.6761699,114.55078,Ding 14.6(C),,
,Qian,潛 (1),Dom,"S of Huoshan Co 霍山縣, Anhui",31.40596,116.35411,"Zhao 27.2, 31.4",,
,Qian,潛 (2),Lu,"Modern Jining City 濟寧市, Shandong",35.4145899,116.58724,"Yin 2.1(C), 2.1",,
,Qian,鍼,Wei,"Near Puyang Co 濮陽縣, Henan",35.5764999,115.26089,Cheng 6.4,,
,Qiancheng,前城,Zhou,"SE of Luoyang City 洛陽市, Henan",34.6181299,112.45402,Zhao 22.5,,
,Qiangren,牆人,Zhou,"NE of Xin’an Co 新安縣, Henan",34.7281799,112.13242,Zhao 23.3,,
,Qianmu,千畝,Jin,"N of Anze Co 安澤縣, Shanxi",36.1478099,112.25013,Huan 2.8,,
,Qin,秦 (1),"Dom, CN Ying 嬴","Capital at Yong 雍, S of Fengxiang Co 鳳翔縣, Shaanxi",34.5211399,107.40076,Huan 4.3 et passim. See map 1.,,
,Qin . .,秦 (2),Lu,"S of former Fan Co 范縣, Shandong.",36.6682599,117.02076,Zhuang 31.5(C),,
,"Qing. ,",清 (1),Jin,same place as Qingyuan 清原.,35.60154935,110.9850023,"Xuan 13.3, 13.4.",,
,Qing,清 (2),Wei,"S of Dong’e Co 東阿縣, Shandong",36.3350299,116.24773,"Yin 4.3(C), 4.2",,
,Qingfa,清發 (river),Chu,"Modern Yun River 溳水, Anlu Co 安陸縣, Hubei",31.2555399,113.68913,Ding 4.3.,,
,Qingqiu . .,清丘,Wei,"SE of Puyang Co 濮陽縣, Henan.",35.5764999,115.26089,"Xuan 12.6(C), 12.7, 13.2, 13.5; Zhao 11.4",,
,Qingqiu,頃丘,Split between Zheng and Song,Unk,40.7011879,-99.1014292,Ai 12.6,,
,Qingyuan,清原,Jin,"SE of Jishan Co 稷山縣, Shanxi",35.6040099,110.98311,Xi 31.4; Cheng 18.1,,
,Qiong,窮,Chu,"SW of Huoqiu Co 霍丘縣, Anhui",32.33721,116.27533,Zhao 27.2,,
,Qionggu,窮谷,Zhou,"E of Luoyang City 洛陽市, Henan",34.6181299,112.45402,Ding 7.3,,
,Qiongsang .,窮桑,,"Qufu Co 曲阜縣, Shandong.",35.53986,117.04719,Zhao 29.4.,,
,Qiqiu,郪丘,Qi,Unk,40.7011879,-99.1014292,Wen 16.2,,
,Qiu,湫,Chu,"N of Zhongxiang Co 鍾祥縣, Hubei",31.1679699,112.58817,Zhuang 19.1,,
,Qiu Palace,丘宮,Wei,"In cap SW of Puyang Co 濮陽縣, Henan.",35.5764999,115.26089,Xiang 14.4,,
,Qiuhuang,丘皇,Chu,"In Xinyang Co 信陽縣, Henan",32.1471399,114.09279,Zhao 25.11,,
,Qiuyou,丘蕕,Lu,Unk,40.7011879,-99.1014292,Zhao 4.8,,
,Qiuyu,丘輿 (1),Lu,"In Fei Co 費縣, Shandong",35.278287,117.979969,Ai 14.4,,
,Qiuyu,丘輿 (2),Qi,"In Yidu Co 益都縣, Shandong",36.69808,118.47971,Cheng 2.3,,
,Qiuyu,丘輿 (3),"Zheng, eastern area",Unk,40.7011879,-99.1014292,Cheng 3.1,,
,Qiyang,岐陽 / Qi 岐,Qin,"In Qishan Co 岐山縣, Shaanxi",34.4434599,107.62101,"Zhao 4.3, 9.3",,
,Qu,渠,Zhou,"In Luoyang City 洛陽市, Henan",34.6181299,112.45402,Zhao 26.7,,
,Quan,卷,Chu,"SW of Ye Co 葉縣, Henan",33.6268299,113.35737,Zhao 25.11,,
,Quan,權,"Dom, wiped out by Chu","SE of Dangyang Co 當陽縣, Hubei",30.8211799,111.78833,Zhuang 18.5.,,
,Quanqiu .,泉丘,Lu.,"Between Ningyang Co 寧陽縣 and Sishui Co 泗水縣, Shandong.",35.7605999,116.80112,Zhao 11.4.,,
,Quanqiu . .,犬丘 (1),Wei,"NW of Yongcheng Co 永城縣, Henan.",33.9291499,116.44946,Xiang 1.3,,
,Quanqiu,犬丘 (2),Song,"N of Cao Co 曹縣, Shandong",36.6682599,117.02076,Yin 8.1; Xiang 10.5,,
,Quchi,曲池,Lu,"NE of Ningyang Co 寧陽縣, Shandong",35.7605999,116.80112,"Huan 12.2(C), 12.1",,
,Quchu,渠蒢,Probably the same place as Quru 蘧挐,Unk,40.7011879,-99.1014292,Ding 15.7(C),,
