ogc_fid,field_1,name,hanzi,polity,location,latitude,longitude,entries,field_9,field_10,GEOMETRY,years
143,,Er  (river).  .,濡,Yan.,"NW of Renqiu Co 任丘縣, Hebei",38.7116399,116.09954,Zhao 7.1.,,,b'\x00\x01\xe6\x10\x00\x005)\x05\xdd^\x06]@\xad\x83(\x04\x17[C@5)\x05\xdd^\x06]@\xad\x83(\x04\x17[C@|\x01\x00\x00\x005)\x05\xdd^\x06]@\xad\x83(\x04\x17[C@\xfe',533
144,,Fan,凡,Dom,"SW of Hui Co 輝縣, Henan",35.4621199,113.8054,Xi 24.2; Xiang 12.3,,,b'\x00\x01\xe6\x10\x00\x00\xb3\x0cq\xac\x8bs\\@W\xaa\xb0\xbe&\xbbA@\xb3\x0cq\xac\x8bs\\@W\xaa\xb0\xbe&\xbbA@|\x01\x00\x00\x00\xb3\x0cq\xac\x8bs\\@W\xaa\xb0\xbe&\xbbA@\xfe',"559,634"
145,,Fan,氾 (1),Zheng,"S of Xiangcheng Co 襄城縣, Henan",33.8507199,113.50669,"Xi 24.2, 24.5; Cheng 7.4; Zhao 5.2.",,,b'\x00\x01\xe6\x10\x00\x00u\xcd\xe4\x9bm`\\@8G\xc2c\xe4\xec@@u\xcd\xe4\x9bm`\\@8G\xc2c\xe4\xec@@|\x01\x00\x00\x00u\xcd\xe4\x9bm`\\@8G\xc2c\xe4\xec@@\xfe',"535,582,634,634"
146,,Fan  .,氾 (2).,Zhou,"NE of Gong Co 鞏縣, Henan.",34.7479799,113.02206,Zhao 22.5,,,"b'\x00\x01\xe6\x10\x00\x00/\xa3XniA\\@]H,\xce\xbd_A@/\xa3XniA\\@]H,\xce\xbd_A@|\x01\x00\x00\x00/\xa3XniA\\@]H,\xce\xbd_A@\xfe'",518
147,,Fan,樊,Jin,"P, Yangfan 陽樊 SE of Jiyuan Co 濟源縣, Henan.",35.0745099,112.60383,Yin 11.5; Zhuang 30.1.,,,b'\x00\x01\xe6\x10\x00\x00\xff\x95\x95&\xa5&\\@7\xddW\x8a\x89\x89A@\xff\x95\x95&\xa5&\\@7\xddW\x8a\x89\x89A@|\x01\x00\x00\x00\xff\x95\x95&\xa5&\\@7\xddW\x8a\x89\x89A@\xfe',"662,711"
148,,Fang . .,防 (1),"Lu, formerly Song","NE of Fei Co, 費縣, Shandong.",35.2665899,117.9771099,"Yin 9.6(C); Zhuang 7.1(C), 7.1, 22.5(C), 29.5(C), 29.4; Xiang 13.4(C), 13.6, 17.4(C), 17.3, 23.5.",,,b'\x00\x01\xe6\x10\x00\x00CF\xf6\xf7\x88~]@\xd2\xf8*\x9e\x1f\xa2A@CF\xf6\xf7\x88~]@\xd2\xf8*\x9e\x1f\xa2A@|\x01\x00\x00\x00CF\xf6\xf7\x88~]@\xd2\xf8*\x9e\x1f\xa2A@\xfe',"558,558,554,554,548,685,685,670,663,663,713"
149,,Fang.,防 (2),"Song, later Lu.","SW of Jinxiang Co 金鄉縣, Shandong.",35.0666099,116.31148,Yin 10.3(C),,,b'\x00\x01\xe6\x10\x00\x00\xebV\xcfI\xef\x13]@\x80\x0bW\xac\x86\x88A@\xebV\xcfI\xef\x13]@\x80\x0bW\xac\x86\x88A@|\x01\x00\x00\x00\xebV\xcfI\xef\x13]@\x80\x0bW\xac\x86\x88A@\xfe',712
150,,Fang,防 (3),"Ju, later returned to Lu","SW of Anqiu Co 安丘縣, Shandong",36.36104,119.16773,"Zhao 5.4(C), 5.6.",,,b'\x00\x01\xe6\x10\x00\x00\xb8#\x9c\x16\xbc\xca]@ F\x08\x8f6.B@\xb8#\x9c\x16\xbc\xca]@ F\x08\x8f6.B@|\x01\x00\x00\x00\xb8#\x9c\x16\xbc\xca]@ F\x08\x8f6.B@\xfe',"535,535"
151,,Fang . .,房 (1),Dom,"General area of Suiping Co 遂平縣, Henan.",33.1450469,114.0015478,Zhao 13.5,,,b'\x00\x01\xe6\x10\x00\x00^\x98\xf1[\x19\x80\\@n\xf1\x95\xe5\x90\x92@@^\x98\xf1[\x19\x80\\@n\xf1\x95\xe5\x90\x92@@|\x01\x00\x00\x00^\x98\xf1[\x19\x80\\@n\xf1\x95\xe5\x90\x92@@\xfe',527
152,,Fang,房 (防) (2),Lu,"E of Qufu Co 曲阜縣, Shandong",35.53986,117.04719,"Xi 14.2(C), 14.2; Ding 5.4",,,b'\x00\x01\xe6\x10\x00\x00\xb0\xac4)\x05C]@\x935\xea!\x1a\xc5A@\xb0\xac4)\x05C]@\x935\xea!\x1a\xc5A@|\x01\x00\x00\x00\xb0\xac4)\x05C]@\x935\xea!\x1a\xc5A@\xfe',"503,644,644"
153,,Fangcheng,方城 (1),Yong,"E of Zhushan Co 竹山縣, Hubei",32.2246799,110.22879,Wen 16.4,,,b'\x00\x01\xe6\x10\x00\x00\xb8\xe9\xcf~\xa4\x8e[@\xc6H\x9bO\xc2\x1c@@\xb8\xe9\xcf~\xa4\x8e[@\xc6H\x9bO\xc2\x1c@@|\x01\x00\x00\x00\xb8\xe9\xcf~\xa4\x8e[@\xc6H\x9bO\xc2\x1c@@\xfe',609
154,,Fangcheng,方城 (2),Chu,Unk,35.777570000000104,117.80171999999985,Xi 4.1,,,b'\x00\x01\xe6\x10\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@|\x01\x00\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\xfe',654
155,,Fangzhong,房鐘,Wu,"Modern Kantuan Town 闞疃鎮, SW of Mengcheng Co 蒙城縣, Anhui",33.004662,116.322456,Zhao 6.9,,,b'\x00\x01\xe6\x10\x00\x00\x89\x99}\x1e\xa3\x14]@Y\xc4\xb0\xc3\x98\x80@@\x89\x99}\x1e\xa3\x14]@Y\xc4\xb0\xc3\x98\x80@@|\x01\x00\x00\x00\x89\x99}\x1e\xa3\x14]@Y\xc4\xb0\xc3\x98\x80@@\xfe',534
156,,Fangzhu,防渚,Chu,"In Fang Co 房縣, Hubei",32.0555199,110.74116,Wen 11.1,,,b'\x00\x01\xe6\x10\x00\x00\x9dFZ*o\xaf[@{c\xadF\x1b\x07@@\x9dFZ*o\xaf[@{c\xadF\x1b\x07@@|\x01\x00\x00\x00\x9dFZ*o\xaf[@{c\xadF\x1b\x07@@\xfe',614
157,,Fanyang,繁揚 (繁陽),Chu,"N of Xincai Co 新蔡縣, Henan",32.74804,114.97608,"Zhao 5.8; Ding 6.4, Xiang 4.1",,,b'\x00\x01\xe6\x10\x00\x00\xe6\x91?\x18x\xbe\\@\xc8\x0cT\xc6\xbf_@@\xe6\x91?\x18x\xbe\\@\xc8\x0cT\xc6\xbf_@@|\x01\x00\x00\x00\xe6\x91?\x18x\xbe\\@\xc8\x0cT\xc6\xbf_@@\xfe',"502,504,535,"
